"Belegnummer","Datum","Betrag","MwSt. Schlüssel","Soll","Haben","Nutzerdetails","Systemdetails"
"6","2018-11-09","+102,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 102,00] <-- 4300 Erlöse 7% USt. [EUR 95,33], 3801 [EUR 6,67]"
"7","2018-11-10","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"8","2018-11-10","-10,00","9","5906","1600","20x Toilettenwertbons für Taxiunternehmer","5906 Fremdleistungen 19% Vorsteuer [EUR 8,40], 1406 [EUR 1,60] <-- 1600 Kasse [EUR 10,00]"
"9","2018-11-10","+138,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 138,00] <-- 4300 Erlöse 7% USt. [EUR 128,97], 3801 [EUR 9,03]"
"0","2018-11-11","+592,62","9","1800","4400","Programmierung BTV Webservices / IVK","1800 Bank [EUR 592,62] <-- 4400 Erlo?se 19% USt. [EUR 498,00], 3806 [EUR 94,62]"
"0","2018-11-12","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-11-12","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-11-12","-177,31","9","5906","1800","Coworkingspace / Bürobedarf","5906 Fremdleistungen 19% Vorsteuer [EUR 149,00], 1406 [EUR 28,31] <-- 1800 Bank [EUR 177,31]"
"10","2018-11-12","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"11","2018-11-12","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"12","2018-11-12","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"13","2018-11-12","+101,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 101,00] <-- 4300 Erlöse 7% USt. [EUR 94,39], 3801 [EUR 6,61]"
"0","2018-11-13","-86,37","0","6400","1800","Rechtsschutz Taxi B-E4305 / Zurich","6400 Versicherungen [EUR 86,37] <-- 1800 Bank [EUR 86,37]"
"0","2018-11-13","-7,50","0","6855","1800","Rechtsschutz Mahngebühr / Zurich","6855 Nebenkosten des Geldverkehrs [EUR 7,50] <-- 1800 Bank [EUR 7,50]"
"0","2018-11-13","-3,90","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]"
"0","2018-11-13","-48,09","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,41], 1406 [EUR 7,68] <-- 1800 Bank [EUR 48,09]"
"0","2018-11-13","-8,52","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 7,16], 1406 [EUR 1,36] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 8,52]"
"0","2018-11-13","+14,59","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 14,59] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 14,59]"
"14","2018-11-13","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"15","2018-11-13","-88,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 88,00] <-- 1600 Kasse [EUR 88,00]"
"16","2018-11-13","+81,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 81,00] <-- 4300 Erlöse 7% USt. [EUR 75,70], 3801 [EUR 5,30]"
"0","2018-11-14","11,89","0","6495","2100","Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 11,89] <-- 2100 Privatentnahmen allgemein [EUR 11,89]"
"0","2018-11-14","-10,00","0","2100","1800","Strafzettel / Landeshauptkasse Berlin","2100 Privatentnahmen allgemein [EUR 10,00] <-- 1800 Bank [EUR 10,00]"
"0","2018-11-14","-129,75","0","2100","1800","Vaterschaftsanfechtung Familiengericht Pankow","2100 Privatentnahmen allgemein [EUR 129,75] <-- 1800 Bank [EUR 129,75]"
"0","2018-11-15","+80,18","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 80,18] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 80,18]"
"0","2018-11-15","-34,98","0","6420","1800","Rundfunk ARD, ZDF, Deutschland Radio","6420 Beiträge [EUR 34,98] <-- 1800 Bank [EUR 34,98]"
"0","2018-11-15","-23,80","9","5906","1800","Steuerberater / Rieseberg","5906 Fremdleistungen 19% Vorsteuer [EUR 20,00], 1406 [EUR 3,80] <-- 1800 Bank [EUR 23,80]"
"0","2018-11-15","-84,95","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 68,81], 1406 [EUR 16,14] <-- 1800 Bank [EUR 84,95]"
"17","2018-11-15","+8,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 8,00] <-- 4300 Erlöse 7% USt. [EUR 7,48], 3801 [EUR 0,52]"
"18","2018-11-15","+203,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 203,00] <-- 4300 Erlöse 7% USt. [EUR 189,72], 3801 [EUR 13,28]"
"19","2018-11-17","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"20","2018-11-17","+102,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 102,00] <-- 4300 Erlöse 7% USt. [EUR 95,33], 3801 [EUR 6,67]"
"21","2018-11-18","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"22","2018-11-18","+106,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 106,00] <-- 4300 Erlöse 7% USt. [EUR 99,07], 3801 [EUR 6,93]"
"0","2018-11-19","-5,00","0","2100","1800","Vaterschaftsanfechtung Familiengericht Pankow","2100 Privatentnahmen allgemein [EUR 5,00] <-- 1800 Bank [EUR 5,00]"
"0","2018-11-19","+20,23","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 20,23] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 20,23]"
"0","2018-11-20","-7,03","0","6495","1800","Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 7,03] <-- 1800 Bank [EUR 7,03]"
"0","2018-11-20","-7,50","0","6855","1800","Kfz-Steuer Mahngebühr / Zurich","6855 Nebenkosten des Geldverkehrs [EUR 7,50] <-- 1800 Bank [EUR 7,50]"
"0","2018-11-20","-47,00","0","2100","1800","Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]"
"0","2018-11-20","-91,57","0","6520","1800","Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]"
"0","2018-11-20","-8,66","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 7,28], 1406 [EUR 1,38] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 8,66]"
"0","2018-11-20","+22,27","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 22,27] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 22,27]"
"23","2018-11-20","-96,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 96,00] <-- 1600 Kasse [EUR 96,00]"
"0","2018-11-22","+87,54","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 87,54] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 87,54]"
"0","2018-11-22","+750,00","9","1800","4400","Programmierung BTV Webservices / IVK","1800 Bank [EUR 750,00] <-- 4400 Erlo?se 19% USt. [EUR 630,25], 3806 [EUR 119,75]"
"0","2018-11-23","4,04","0","6821","2100","Webtutorials Monatsgebühr / Laracasts.com","6821 Fortbildungskosten [EUR 4,04] <-- 2100 Privatentnahmen allgemein [EUR 4,04]"
"0","2018-11-27","-0,68","0","6855","1800","Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]"
"0","2018-11-28","6,32","0","6495","2100","Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 6,32] <-- 2100 Privatentnahmen allgemein [EUR 6,32]"
"0","2018-11-28","-0,68","0","6855","1800","Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]"
"0","2018-11-28","-64,83","0","2100","1800","Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 64,83] <-- 1800 Bank [EUR 64,83]"
"0","2018-11-29","-35,00","0","2100","1800","Strafzettel / Landeshauptkasse Berlin","2100 Privatentnahmen allgemein [EUR 35,00] <-- 1800 Bank [EUR 35,00]"
"0","2018-11-30","-1,61","0","6855","26400","Sumup-Kartenzahlungen (Gebühr)","6855 Nebenkosten des Geldverkehrs [EUR 1,61] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 1,61]"
"0","2018-11-30","-11,20","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 11,20] <-- 1800 Bank [EUR 11,20]"
"0","2018-11-30","-97,01","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 78,58], 1406 [EUR 18,43] <-- 1800 Bank [EUR 97,01]"
"0","2018-11-30","-1,12","9","5906","1800","Q-Park Taxisammelplatz Flughafen Tegel (TXL)","5906 Fremdleistungen 19% Vorsteuer [EUR 0,94], 1406 [EUR 0,18] <-- 1800 Bank [EUR 1,12]"
"0","2018-11-30","-3,37","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 2,73], 1406 [EUR 0,64] <-- 1800 Bank [EUR 3,37]"
"24","2018-11-30","-589,00","0","2100","1600","Privatentnahme am Monatsende","2100 Privatentnahmen allgemein [EUR 589,00] <-- 1600 Kasse [EUR 589,00]"
"25","2018-11-30","-58,00","0","26400","1600","Sumup-Kartenzahlungen (Debitor)","26400 Bargeldlose Zahlungen SumUp [EUR 58,00] <-- 1600 Kasse [EUR 58,00]"
"1","2018-12-01","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"2","2018-12-01","+45,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 45,00] <-- 4300 Erlöse 7% USt. [EUR 42,06], 3801 [EUR 2,94]"
"0","2018-12-03","-34,82","0","6810","1800","Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 34,82] <-- 1800 Bank [EUR 34,82]"
"0","2018-12-03","-177,31","0","2100","1800","SEPA-Lastschrift PayPal Europe (vativa4c@gmail.com)","2100 Privatentnahmen allgemein [EUR 177,31] <-- 1800 Bank [EUR 177,31]"
"0","2018-12-03","-2,15","0","6800","1800","Deutsche Post / Betriebsbedarf","6800 Porto [EUR 2,15] <-- 1800 Bank [EUR 2,15]"
"3","2018-12-03","50,00","0","1600","1800","Auszahlung Geldautomat","1600 Kasse [EUR 50,00] <-- 1800 Bank [EUR 50,00]"
"0","2018-12-04","-47,00","0","2100","1800","Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]"
"0","2018-12-04","-91,57","0","6520","1800","Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]"
"0","2018-12-04","+28,20","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 28,20] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 28,20]"
"0","2018-12-05","-0,68","0","6855","1800","Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]"
"0","2018-12-05","-25,00","0","6550","1800","DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]"
"0","2018-12-07","-33,00","0","2100","1800","Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]"
"4","2018-12-07","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"5","2018-12-07","+46,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 46,00] <-- 4300 Erlöse 7% USt. [EUR 42,99], 3801 [EUR 3,01]"
"6","2018-12-08","+5,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]"
"7","2018-12-08","+139,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 139,00] <-- 4300 Erlöse 7% USt. [EUR 129,91], 3801 [EUR 9,09]"
"8","2018-12-09","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"9","2018-12-09","+125,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 125,00] <-- 4300 Erlöse 7% USt. [EUR 116,82], 3801 [EUR 8,18]"
"0","2018-12-10","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"10","2018-12-10","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"11","2018-12-10","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"12","2018-12-10","+131,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 131,00] <-- 4300 Erlöse 7% USt. [EUR 122,43], 3801 [EUR 8,57]"
"0","2018-12-11","-13,35","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 11,22], 1406 [EUR 2,13] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 13,35]"
"0","2018-12-11","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-12-11","+56,21","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 56,21] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 56,21]"
"13","2018-12-11","+5,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]"
"14","2018-12-11","-122,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 122,00] <-- 1600 Kasse [EUR 122,00]"
"15","2018-12-11","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"16","2018-12-11","+124,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 124,00] <-- 4300 Erlöse 7% USt. [EUR 115,89], 3801 [EUR 8,11]"
"0","2018-12-12","-3,90","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]"
"0","2018-12-12","-48,09","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,41], 1406 [EUR 7,68] <-- 1800 Bank [EUR 48,09]"
"0","2018-12-12","+180,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 180,00] <-- 1460 Geldtransit [EUR 180,00]"
"0","2018-12-12","+30,71","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 30,71] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 30,71]"
"17","2018-12-12","+10,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 10,00] <-- 4300 Erlöse 7% USt. [EUR 9,35], 3801 [EUR 0,65]"
"18","2018-12-12","-180,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 180,00] <-- 1600 Kasse [EUR 180,00]"
"19","2018-12-12","+272,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 272,00] <-- 4300 Erlöse 7% USt. [EUR 254,21], 3801 [EUR 17,79]"
"0","2018-12-13","+108,75","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 108,75] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 108,75]"
"20","2018-12-13","+7,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 7,00] <-- 4300 Erlöse 7% USt. [EUR 6,54], 3801 [EUR 0,46]"
"21","2018-12-13","+245,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 245,00] <-- 4300 Erlöse 7% USt. [EUR 228,97], 3801 [EUR 16,03]"
"0","2018-12-14","11,89","0","6495","2100","Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 11,89] <-- 2100 Privatentnahmen allgemein [EUR 11,89]"
"0","2018-12-14","-0,63","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 0,63] <-- 1800 Bank [EUR 0,63]"
"0","2018-12-14","-1,18","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 1,18] <-- 1800 Bank [EUR 1,18]"
"0","2018-12-14","-16,00","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 16,00] <-- 1800 Bank [EUR 16,00]"
"0","2018-12-14","-750,00","0","3190","1800","Tilgungsrate B-E4305 / Mercedes-Benz Bank AG","3190 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre [EUR 750,00] <-- 1800 Bank [EUR 750,00]"
"0","2018-12-14","-20,00","0","6855","1800","Tilgungsrate Rückläufer 2x / Mercedes-Benz Bank AG","6855 Nebenkosten des Geldverkehrs [EUR 20,00] <-- 1800 Bank [EUR 20,00]"
"0","2018-12-14","+200,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 200,00] <-- 1460 Geldtransit [EUR 200,00]"
"0","2018-12-14","+81,74","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 81,74] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 81,74]"
"22","2018-12-14","+17,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 17,00] <-- 4300 Erlöse 7% USt. [EUR 15,89], 3801 [EUR 1,11]"
"23","2018-12-14","-8,00","9","5906","1600","Taxiwäsche / Barzahlung","5906 Fremdleistungen 19% Vorsteuer [EUR 6,72], 1406 [EUR 1,28] <-- 1600 Kasse [EUR 8,00]"
"24","2018-12-14","-11,00","9","5400","1600","Ersatzteile/Taxibedarf","5400 Wareneingang 19% Vorsteuer [EUR 9,24], 1406 [EUR 1,76] <-- 1600 Kasse [EUR 11,00]"
"25","2018-12-14","-200,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 200,00] <-- 1600 Kasse [EUR 200,00]"
"26","2018-12-14","+428,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 428,00] <-- 4300 Erlöse 7% USt. [EUR 400,00], 3801 [EUR 28,00]"
"0","2018-12-15","-7,86","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 6,37], 1406 [EUR 1,49] <-- 1800 Bank [EUR 7,86]"
"0","2018-12-15","-147,99","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 119,87], 1406 [EUR 28,12] <-- 1800 Bank [EUR 147,99]"
"27","2018-12-15","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"28","2018-12-15","+115,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 115,00] <-- 4300 Erlöse 7% USt. [EUR 107,48], 3801 [EUR 7,52]"
"29","2018-12-16","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"30","2018-12-16","+180,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 180,00] <-- 4300 Erlöse 7% USt. [EUR 168,22], 3801 [EUR 11,78]"
"0","2018-12-17","-469,97","0","3820","1800","34/484/00779 USt. Vorauszahlung 3.Quartal 2018","3820 Umsatzsteuer-Vorauszahlungen [EUR 469,97] <-- 1800 Bank [EUR 469,97]"
"0","2018-12-17","+340,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 340,00] <-- 1460 Geldtransit [EUR 340,00]"
"0","2018-12-17","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-12-17","+30,05","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 30,05] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 30,05]"
"31","2018-12-17","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"32","2018-12-17","-192,00","9","5906","1600","Werkstattreparatur B-E4305, ABS Fahrzeugtechnik GmbH","5906 Fremdleistungen 19% Vorsteuer [EUR 161,34], 1406 [EUR 30,66] <-- 1600 Kasse [EUR 192,00]"
"33","2018-12-17","-340,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 340,00] <-- 1600 Kasse [EUR 340,00]"
"34","2018-12-17","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"35","2018-12-17","+120,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 120,00] <-- 4300 Erlöse 7% USt. [EUR 112,15], 3801 [EUR 7,85]"
"0","2018-12-18","+800,00","0","1800","6120","Berufsgenossenschaft f. Verkehr Hamburg (Auszahlung Verletztengeld)","1800 Bank [EUR 800,00] <-- 6120 Beiträge zur Berufsgenossenschaft [EUR 800,00]"
"0","2018-12-18","-42,10","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 35,38], 1406 [EUR 6,72] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 42,10]"
"0","2018-12-18","+51,86","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 51,86] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 51,86]"
"36","2018-12-18","+5,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]"
"37","2018-12-18","-203,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 203,00] <-- 1600 Kasse [EUR 203,00]"
"38","2018-12-18","+131,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 131,00] <-- 4300 Erlöse 7% USt. [EUR 122,43], 3801 [EUR 8,57]"
"0","2018-12-19","-750,00","0","3190","1800","Tilgungsrate B-E4305 / Mercedes-Benz Bank AG","3190 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre [EUR 750,00] <-- 1800 Bank [EUR 750,00]"
"0","2018-12-19","+150,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 150,00] <-- 1460 Geldtransit [EUR 150,00]"
"39","2018-12-19","+6,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 6,00] <-- 4300 Erlöse 7% USt. [EUR 5,61], 3801 [EUR 0,39]"
"40","2018-12-19","-150,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 150,00] <-- 1600 Kasse [EUR 150,00]"
"41","2018-12-19","+154,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 154,00] <-- 4300 Erlöse 7% USt. [EUR 143,93], 3801 [EUR 10,07]"
"0","2018-12-20","-630,23","0","2100","1800","Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 630,23] <-- 1800 Bank [EUR 630,23]"
"0","2018-12-20","+161,50","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 161,50] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 161,50]"
"0","2018-12-20","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-12-20","+21,79","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 21,79] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 21,79]"
"0","2018-12-20","-259,95","9","5400","1800","Apple iPad 2018 9,7 Zoll mit WiFi Silber, 32 GB / bargeldlose Zahlungen im Taxi","5400 Wareneingang 19% Vorsteuer [EUR 218,45], 1406 [EUR 41,50] <-- 1800 Bank [EUR 259,95]"
"0","2018-12-20","39,99","9","5400","2100","Brodit 511577 Passiv Halterung mit Kugelgelenk / Taxihalterung","5400 Wareneingang 19% Vorsteuer [EUR 33,61], 1406 [EUR 6,38] <-- 2100 Privatentnahmen allgemein [EUR 39,99]"
"42","2018-12-20","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
